ID,Expected
432176974,0.098767853
432157692,0.098767853
432170850,0.098767853
432151613,0.098767853
432167744,0.098767853
432171512,0.098767853
432164841,0.098767853
432143118,0.098767853
432162895,0.098767853
432160756,0.098767853
432162466,0.098767853
432159354,0.098767853
432184941,0.098767853
432156905,0.098767853
432184799,0.098767853
432144081,0.098767853
432181997,0.098767853
432186531,0.098767853
432154240,0.098767853
432160530,0.098767853
432144964,0.098767853
432187104,0.098767853
432161011,0.098767853
432161962,0.098767853
432160144,0.098767853
432173536,0.098767853
432184955,0.098767853
432162766,0.098767853
432181622,0.098767853
432156978,0.098767853
432151019,0.098767853
432155323,0.098767853
432147427,0.098767853
432178621,0.098767853
432166900,0.098767853
432155833,0.098767853
432152169,0.098767853
432162450,0.098767853
432147141,0.098767853
432170344,0.098767853
432174890,0.098767853
432169388,0.098767853
432150914,0.098767853
432163064,0.098767853
432176107,0.098767853
432150753,0.098767853
432146132,0.098767853
432145085,0.098767853
432184674,0.098767853
432166157,0.098767853
432164579,0.098767853
432183533,0.098767853
432168203,0.098767853
432184585,0.098767853
432177481,0.098767853
432185262,0.098767853
432167969,0.098767853
432172756,0.098767853
432150810,0.098767853
432153969,0.098767853
432186717,0.098767853
432160588,0.098767853
432154439,0.098767853
432142955,0.098767853
432143986,0.098767853
432162124,0.098767853
432163386,0.098767853
432157820,0.098767853
432155190,0.098767853
432164433,0.098767853
432176383,0.098767853
432146206,0.098767853
432159952,0.098767853
432182100,0.098767853
432175673,0.098767853
432151740,0.098767853
432145413,0.098767853
432145252,0.098767853
432176813,0.098767853
432158826,0.098767853
432162689,0.098767853
432143000,0.098767853
432174192,0.098767853
432148064,0.098767853
432187529,0.098767853
432146344,0.098767853
432171333,0.098767853
432171942,0.098767853
432180880,0.098767853
432164388,0.098767853
432187400,0.098767853
432165701,0.098767853
432176910,0.098767853
432174475,0.098767853
432181468,0.098767853
432158363,0.098767853
432180306,0.098767853
432151426,0.098767853
432152363,0.098767853
432146327,0.098767853
432162349,0.098767853
432185037,0.098767853
432147071,0.098767853
432177207,0.098767853
432155716,0.098767853
432164631,0.098767853
432179974,0.098767853
432148030,0.098767853
432157233,0.098767853
432170048,0.098767853
432167631,0.098767853
432167641,0.098767853
432182953,0.098767853
432170533,0.098767853
432165191,0.098767853
432145791,0.098767853
432185945,0.098767853
432163439,0.098767853
432160206,0.098767853
432159849,0.098767853
432157740,0.098767853
432167193,0.098767853
432157485,0.098767853
432177433,0.098767853
432167249,0.098767853
432174731,0.098767853
432160941,0.098767853
432157046,0.098767853
432175901,0.098767853
432156106,0.098767853
432175215,0.098767853
432162399,0.098767853
432157379,0.098767853
432149248,0.098767853
432153287,0.098767853
432146505,0.098767853
432172408,0.098767853
432152165,0.098767853
432158392,0.098767853
432168221,0.098767853
432151990,0.098767853
432178712,0.098767853
432158436,0.098767853
432181637,0.098767853
432153464,0.098767853
432164727,0.098767853
432164249,0.098767853
432170147,0.098767853
432184263,0.098767853
432169040,0.098767853
432162017,0.098767853
432165780,0.098767853
432163350,0.098767853
432142995,0.098767853
432158510,0.098767853
432143595,0.098767853
432145960,0.098767853
432175186,0.098767853
432169227,0.098767853
432163428,0.098767853
432159195,0.098767853
432161144,0.098767853
432172781,0.098767853
432152786,0.098767853
432142870,0.098767853
432157025,0.098767853
432163997,0.098767853
432159891,0.098767853
432186562,0.098767853
432181224,0.098767853
432160562,0.098767853
432182934,0.098767853
432184396,0.098767853
432149357,0.098767853
432179005,0.098767853
432180063,0.098767853
432152301,0.098767853
432164302,0.098767853
432183301,0.098767853
432165981,0.098767853
432168597,0.098767853
432162663,0.098767853
432167842,0.098767853
432154797,0.098767853
432171415,0.098767853
432145178,0.098767853
432172169,0.098767853
432177527,0.098767853
432152225,0.098767853
432149472,0.098767853
432174810,0.098767853
432167208,0.098767853
432186673,0.098767853
432178448,0.098767853
432160688,0.098767853
432145235,0.098767853
432161354,0.098767853
432180916,0.098767853
432164396,0.098767853
432154509,0.098767853
432177189,0.098767853
432154068,0.098767853
432155760,0.098767853
432176134,0.098767853
432171382,0.098767853
432181180,0.098767853
432170761,0.098767853
432161701,0.098767853
432159398,0.098767853
432174723,0.098767853
432162916,0.098767853
432168320,0.098767853
432186804,0.098767853
432181513,0.098767853
432182940,0.098767853
432165703,0.098767853
432144339,0.098767853
432173255,0.098767853
432185408,0.098767853
432168254,0.098767853
432152477,0.098767853
432147277,0.098767853
432173040,0.098767853
432153513,0.098767853
432182840,0.098767853
432142933,0.098767853
432156879,0.098767853
432180356,0.098767853
432147768,0.098767853
432150188,0.098767853
432174873,0.098767853
432184975,0.098767853
432171588,0.098767853
432145066,0.098767853
432154033,0.098767853
432170141,0.098767853
432168777,0.098767853
432157624,0.098767853
432162523,0.098767853
432170650,0.098767853
432159698,0.098767853
432155947,0.098767853
432177796,0.098767853
432155737,0.098767853
432173748,0.098767853
432179222,0.098767853
432183501,0.098767853
432148565,0.098767853
432172182,0.098767853
432173856,0.098767853
432161042,0.098767853
432171992,0.098767853
432149712,0.098767853
432158324,0.098767853
432159412,0.098767853
432168968,0.098767853
432165347,0.098767853
432183468,0.098767853
432182641,0.098767853
432187348,0.098767853
432174476,0.098767853
432178821,0.098767853
432158330,0.098767853
432185524,0.098767853
432161759,0.098767853
432144876,0.098767853
432166743,0.098767853
432170188,0.098767853
432185054,0.098767853
432161489,0.098767853
432170124,0.098767853
432169570,0.098767853
432162814,0.098767853
432168434,0.098767853
432181387,0.098767853
432172974,0.098767853
432142607,0.098767853
432178196,0.098767853
432168109,0.098767853
432178953,0.098767853
432143451,0.098767853
432187250,0.098767853
432173331,0.098767853
432144430,0.098767853
432150407,0.098767853
432175246,0.098767853
432158194,0.098767853
432185956,0.098767853
432153931,0.098767853
432155884,0.098767853
432144267,0.098767853
432152221,0.098767853
432180703,0.098767853
432160815,0.098767853
432152648,0.098767853
432180340,0.098767853
432162143,0.098767853
432157288,0.098767853
432180159,0.098767853
432142845,0.098767853
432151342,0.098767853
432145047,0.098767853
432184155,0.098767853
432187160,0.098767853
432183108,0.098767853
432167655,0.098767853
432168081,0.098767853
432159850,0.098767853
432145410,0.098767853
432156485,0.098767853
432150140,0.098767853
432164619,0.098767853
432186919,0.098767853
432161852,0.098767853
432170909,0.098767853
432170730,0.098767853
432154868,0.098767853
432160521,0.098767853
432164773,0.098767853
432166527,0.098767853
432166035,0.098767853
432187209,0.098767853
432169184,0.098767853
432166047,0.098767853
432157359,0.098767853
432183010,0.098767853
432160503,0.098767853
432146964,0.098767853
432173841,0.098767853
432157044,0.098767853
432161535,0.098767853
432176975,0.098767853
432150506,0.098767853
432183537,0.098767853
432146570,0.098767853
432166350,0.098767853
432177961,0.098767853
432160922,0.098767853
432150955,0.098767853
432166485,0.098767853
432157807,0.098767853
432184863,0.098767853
432182961,0.098767853
432157255,0.098767853
432172452,0.098767853
432183174,0.098767853
432176442,0.098767853
432183414,0.098767853
432158524,0.098767853
432152626,0.098767853
432148576,0.098767853
432165695,0.098767853
432162463,0.098767853
432163993,0.098767853
432144242,0.098767853
432160744,0.098767853
432152137,0.098767853
432185679,0.098767853
432149130,0.098767853
432150719,0.098767853
432146839,0.098767853
432170270,0.098767853
432163396,0.098767853
432185049,0.098767853
432149187,0.098767853
432148865,0.098767853
432177752,0.098767853
432187075,0.098767853
432187156,0.098767853
432144247,0.098767853
432167308,0.098767853
432166587,0.098767853
432151580,0.098767853
432186661,0.098767853
432152214,0.098767853
432172735,0.098767853
432155343,0.098767853
432180568,0.098767853
432171222,0.098767853
432173259,0.098767853
432164742,0.098767853
432159645,0.098767853
432182967,0.098767853
432147283,0.098767853
432177057,0.098767853
432172279,0.098767853
432143040,0.098767853
432158151,0.098767853
432170840,0.098767853
432163850,0.098767853
432163807,0.098767853
432179258,0.098767853
432177722,0.098767853
432173672,0.098767853
432187368,0.098767853
432161265,0.098767853
432181861,0.098767853
432173591,0.098767853
432170500,0.098767853
432148767,0.098767853
432176277,0.098767853
432150444,0.098767853
432158450,0.098767853
432181846,0.098767853
432165559,0.098767853
432163829,0.098767853
432155828,0.098767853
432162214,0.098767853
432172882,0.098767853
432149401,0.098767853
432173021,0.098767853
432179011,0.098767853
432151246,0.098767853
432147388,0.098767853
432153199,0.098767853
432159350,0.098767853
432149460,0.098767853
432152325,0.098767853
432142885,0.098767853
432168702,0.098767853
432170632,0.098767853
432159594,0.098767853
432177262,0.098767853
432156715,0.098767853
432175417,0.098767853
432156750,0.098767853
432184808,0.098767853
432166196,0.098767853
432150755,0.098767853
432178242,0.098767853
432168133,0.098767853
432174681,0.098767853
432174397,0.098767853
432156718,0.098767853
432165074,0.098767853
432157945,0.098767853
432164665,0.098767853
432157098,0.098767853
432168807,0.098767853
432167905,0.098767853
432159797,0.098767853
432177065,0.098767853
432172160,0.098767853
432170241,0.098767853
432168195,0.098767853
432178628,0.098767853
432162912,0.098767853
432167051,0.098767853
432174210,0.098767853
432153304,0.098767853
432145058,0.098767853
432169450,0.098767853
432150215,0.098767853
432177011,0.098767853
432164179,0.098767853
432151298,0.098767853
432163898,0.098767853
432155744,0.098767853
432174657,0.098767853
432171983,0.098767853
432166473,0.098767853
432171579,0.098767853
432152914,0.098767853
432186865,0.098767853
432162813,0.098767853
432152900,0.098767853
432184601,0.098767853
432154649,0.098767853
432184440,0.098767853
432151540,0.098767853
432160762,0.098767853
432178210,0.098767853
432164828,0.098767853
432146676,0.098767853
432152368,0.098767853
432168343,0.098767853
432148215,0.098767853
432163518,0.098767853
432160651,0.098767853
432153830,0.098767853
432167304,0.098767853
432159144,0.098767853
432182771,0.098767853
432175093,0.098767853
432185353,0.098767853
432161317,0.098767853
432162698,0.098767853
432167127,0.098767853
432169034,0.098767853
432161479,0.098767853
432153036,0.098767853
432159612,0.098767853
432186267,0.098767853
432167100,0.098767853
432154129,0.098767853
432166635,0.098767853
432165725,0.098767853
432142850,0.098767853
432147032,0.098767853
432180347,0.098767853
432162241,0.098767853
432183093,0.098767853
432162268,0.098767853
432156371,0.098767853
432169325,0.098767853
432176980,0.098767853
432177276,0.098767853
432174034,0.098767853
432163886,0.098767853
432142430,0.098767853
432171329,0.098767853
432144996,0.098767853
432171031,0.098767853
432161066,0.098767853
432150581,0.098767853
432172624,0.098767853
432147324,0.098767853
432174064,0.098767853
432179693,0.098767853
432156740,0.098767853
432161975,0.098767853
432171515,0.098767853
432185827,0.098767853
432149671,0.098767853
432170867,0.098767853
432143419,0.098767853
432187313,0.098767853
432158634,0.098767853
432150846,0.098767853
432163297,0.098767853
432176337,0.098767853
432178774,0.098767853
432168297,0.098767853
432154194,0.098767853
432182995,0.098767853
432163577,0.098767853
432162557,0.098767853
432177944,0.098767853
432154069,0.098767853
432187214,0.098767853
432175964,0.098767853
432154544,0.098767853
432146205,0.098767853
432150161,0.098767853
432166431,0.098767853
432159567,0.098767853
432154447,0.098767853
432173292,0.098767853
432150030,0.098767853
432187043,0.098767853
432162691,0.098767853
432144220,0.098767853
432146675,0.098767853
432184083,0.098767853
432158784,0.098767853
432146550,0.098767853
432142648,0.098767853
432186786,0.098767853
432155873,0.098767853
432144787,0.098767853
432157304,0.098767853
432148369,0.098767853
432173130,0.098767853
432162062,0.098767853
432146535,0.098767853
432151741,0.098767853
432145684,0.098767853
432144428,0.098767853
432180989,0.098767853
432152903,0.098767853
432178376,0.098767853
432168099,0.098767853
432144516,0.098767853
432170659,0.098767853
432170045,0.098767853
432156342,0.098767853
432171647,0.098767853
432186538,0.098767853
432159274,0.098767853
432143588,0.098767853
432154417,0.098767853
432150920,0.098767853
432149481,0.098767853
432145234,0.098767853
432162641,0.098767853
432171652,0.098767853
432177866,0.098767853
432181860,0.098767853
432167359,0.098767853
432178106,0.098767853
432180781,0.098767853
432164427,0.098767853
432182645,0.098767853
432142367,0.098767853
432160425,0.098767853
432166085,0.098767853
432170873,0.098767853
432145588,0.098767853
432157636,0.098767853
432158951,0.098767853
432155449,0.098767853
432170899,0.098767853
432171494,0.098767853
432169791,0.098767853
432150925,0.098767853
432159030,0.098767853
432178836,0.098767853
432176429,0.098767853
432147097,0.098767853
432157564,0.098767853
432174509,0.098767853
432170389,0.098767853
432157977,0.098767853
432158993,0.098767853
432169201,0.098767853
432177265,0.098767853
432159697,0.098767853
432146610,0.098767853
432182699,0.098767853
432181108,0.098767853
432177186,0.098767853
432183639,0.098767853
432150300,0.098767853
432181815,0.098767853
432152154,0.098767853
432171450,0.098767853
432161191,0.098767853
432182073,0.098767853
432186212,0.098767853
432182498,0.098767853
432162098,0.098767853
432177844,0.098767853
432184892,0.098767853
432186477,0.098767853
432151275,0.098767853
432143681,0.098767853
432148252,0.098767853
432177863,0.098767853
432166661,0.098767853
432187119,0.098767853
432183387,0.098767853
432183694,0.098767853
432171733,0.098767853
432174951,0.098767853
432185953,0.098767853
432179551,0.098767853
432182535,0.098767853
432181359,0.098767853
432172997,0.098767853
432145368,0.098767853
432155826,0.098767853
432157664,0.098767853
432163545,0.098767853
432146992,0.098767853
432185822,0.098767853
432186410,0.098767853
432163639,0.098767853
432159434,0.098767853
432163285,0.098767853
432163670,0.098767853
432149247,0.098767853
432154416,0.098767853
432158320,0.098767853
432152775,0.098767853
432167469,0.098767853
432155284,0.098767853
432158485,0.098767853
432166619,0.098767853
432147089,0.098767853
432143609,0.098767853
432142814,0.098767853
432148708,0.098767853
432154731,0.098767853
432170681,0.098767853
432165012,0.098767853
432178747,0.098767853
432152282,0.098767853
432173654,0.098767853
432152655,0.098767853
432156672,0.098767853
432166843,0.098767853
432184204,0.098767853
432145835,0.098767853
432177750,0.098767853
432159389,0.098767853
432185709,0.098767853
432157790,0.098767853
432142849,0.098767853
432183759,0.098767853
432152296,0.098767853
432165585,0.098767853
432145419,0.098767853
432159369,0.098767853
432170788,0.098767853
432181621,0.098767853
432167216,0.098767853
432158828,0.098767853
432165465,0.098767853
432181656,0.098767853
432158357,0.098767853
432147825,0.098767853
432152575,0.098767853
432176595,0.098767853
432186263,0.098767853
432144591,0.098767853
432183440,0.098767853
432159606,0.098767853
432185853,0.098767853
432148153,0.098767853
432187521,0.098767853
432163836,0.098767853
432144840,0.098767853
432162212,0.098767853
432151381,0.098767853
432152307,0.098767853
432159993,0.098767853
432169411,0.098767853
432170190,0.098767853
432148926,0.098767853
432185783,0.098767853
432142874,0.098767853
432170382,0.098767853
432167557,0.098767853
432170294,0.098767853
432187188,0.098767853
432184091,0.098767853
432179822,0.098767853
432145777,0.098767853
432174245,0.098767853
432181450,0.098767853
432143362,0.098767853
432176268,0.098767853
432151678,0.098767853
432161328,0.098767853
432156536,0.098767853
432148492,0.098767853
432149770,0.098767853
432155147,0.098767853
432156222,0.098767853
432160269,0.098767853
432164078,0.098767853
432145745,0.098767853
432166148,0.098767853
432164264,0.098767853
432166731,0.098767853
432182079,0.098767853
432143715,0.098767853
432167001,0.098767853
432187266,0.098767853
432180740,0.098767853
432154546,0.098767853
432157940,0.098767853
432154497,0.098767853
432180484,0.098767853
432155198,0.098767853
432179231,0.098767853
432174472,0.098767853
432179042,0.098767853
432165355,0.098767853
432144054,0.098767853
432185071,0.098767853
432145457,0.098767853
432151605,0.098767853
432172601,0.098767853
432145024,0.098767853
432162816,0.098767853
432179678,0.098767853
432162419,0.098767853
432168503,0.098767853
432168423,0.098767853
432172514,0.098767853
432156001,0.098767853
432182865,0.098767853
432151719,0.098767853
432158031,0.098767853
432182635,0.098767853
432179770,0.098767853
432157059,0.098767853
432151673,0.098767853
432172646,0.098767853
432164973,0.098767853
432171763,0.098767853
432149842,0.098767853
432175553,0.098767853
432156762,0.098767853
432172448,0.098767853
432149320,0.098767853
432179655,0.098767853
432148400,0.098767853
432151186,0.098767853
432164385,0.098767853
432184880,0.098767853
432158142,0.098767853
432157105,0.098767853
432186823,0.098767853
432165109,0.098767853
432157301,0.098767853
432172259,0.098767853
432148650,0.098767853
432180980,0.098767853
432170985,0.098767853
432156305,0.098767853
432170780,0.098767853
432156077,0.098767853
432157998,0.098767853
432161171,0.098767853
432182610,0.098767853
432181198,0.098767853
432163465,0.098767853
432154863,0.098767853
432184382,0.098767853
432173779,0.098767853
432144958,0.098767853
432152119,0.098767853
432185756,0.098767853
432149303,0.098767853
432157127,0.098767853
432149127,0.098767853
432159884,0.098767853
432186989,0.098767853
432142883,0.098767853
432147821,0.098767853
432162157,0.098767853
432166693,0.098767853
432151804,0.098767853
432162454,0.098767853
432172091,0.098767853
432158242,0.098767853
432155368,0.098767853
432175785,0.098767853
432174569,0.098767853
432144179,0.098767853
432154165,0.098767853
432171771,0.098767853
432181654,0.098767853
432152689,0.098767853
432182357,0.098767853
432157141,0.098767853
432170425,0.098767853
432174477,0.098767853
432165636,0.098767853
432151477,0.098767853
432143393,0.098767853
432155617,0.098767853
432167186,0.098767853
432142673,0.098767853
432172210,0.098767853
432167156,0.098767853
432169282,0.098767853
432155665,0.098767853
432176241,0.098767853
432143489,0.098767853
432145217,0.098767853
432153117,0.098767853
432181667,0.098767853
432151495,0.098767853
432146607,0.098767853
432180080,0.098767853
432183291,0.098767853
432179988,0.098767853
